Intent,Utterance,Response,Language,Keywords,Confidence Threshold
Location,Is your driving school close to [location]?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",English,"location, where, address, place",0.75
Location,Sn ang lkc@sy0n ng sch?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"location, where, address, place",0.75
Location,Wat is ur loctoin?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines.",English,"location, where, address, place",0.75
Location,Paano ko makikita ang school niyo sa Google Maps?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",Filipino,"location, where, address, place",0.75
Location,Ano ang lokasyon ng inyong opisina?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",Filipino,"location, where, address, place",0.75
Location,pki big@y loc@t10n ng site nyo,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"location, where, address, place",0.75
Location,What's ur adr3ss?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines.",English,"location, where, address, place",0.75
Location,Hw to go to ur office?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines.",English,"location, where, address, place",0.75
Location,@no address ng opisina ny0?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"location, where, address, place",0.75
Location,Where should I go for inquiries?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",English,"location, where, address, place",0.75
Location,Whr3 iz the clas loction?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines.",English,"location, where, address, place",0.75
Location,Ano po ang address ng inyong school?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",Filipino,"location, where, address, place",0.75
Location,P@nu mkpunta sa opisina?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"location, where, address, place",0.75
Location,@ddr3ss plz 4 th3 sch00l?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines.",English,"location, where, address, place",0.75
Location,Where do I need to go for driving classes?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",English,"location, where, address, place",0.75
Location,Sn banda ang office ng hq ny0?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"location, where, address, place",0.75
Location,w@re p0 mkikita ang skul?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"location, where, address, place",0.75
Location,How can I get to the offic?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines.",English,"location, where, address, place",0.75
Location,How do I fnd ur address?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines.",English,"location, where, address, place",0.75
Location,Saan po ako dapat pumunta para mag-inquire?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",Filipino,"location, where, address, place",0.75
Location,wh@t's y0ur sch0ol l0cation?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines.",English,"location, where, address, place",0.75
Location,Is your school near any landmarks?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",English,"location, where, address, place",0.75
Location,S@an ang 0ffis ny0?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"location, where, address, place",0.75
Location,c@n u send m3 ur l0c@tion?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines.",English,"location, where, address, place",0.75
Location,Where can I find the driving school premises?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",English,"location, where, address, place",0.75
Location,Which city is your school in?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",English,"location, where, address, place",0.75
Location,c@n u s3nd m3 ur l0c@t10n plz?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines.",English,"location, where, address, place",0.75
Location,Paano ako makakarating sa school niyo?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",Filipino,"location, where, address, place",0.75
Location,san ung hq ny0?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"location, where, address, place",0.75
Location,Where's the school situated?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",English,"location, where, address, place",0.75
Location,How can I find your driving school?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",English,"location, where, address, place",0.75
Location,Sn mkikita ung opisina nyo?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"location, where, address, place",0.75
Location,Sn ang lkatn ny0 banda?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"location, where, address, place",0.75
Location,How do I get to your driving school?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",English,"location, where, address, place",0.75
Location,Wher is the building?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines.",English,"location, where, address, place",0.75
Location,Nasan ang sakt0ng address nyo?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"location, where, address, place",0.75
Location,Nasaan po ang gusali ng driving school?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",Filipino,"location, where, address, place",0.75
Location,loc@tion ny0 pki big@y plz,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"location, where, address, place",0.75
Location,Ano ang pinakamalapit na landmark sa school niyo?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",Filipino,"location, where, address, place",0.75
Location,san p0 y0ung l0kasy0n ny0?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"location, where, address, place",0.75
Location,Where should I go for your lessons?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",English,"location, where, address, place",0.75
Location,Madali po bang matagpuan ang school ninyo?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",Filipino,"location, where, address, place",0.75
Location,Saan po ako pupunta sa unang klase?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",Filipino,"location, where, address, place",0.75
Location,Where is your driving school located?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",English,"location, where, address, place",0.75
Location,wh@ts th3 loc@tion of th3 c3nt3r?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines.",English,"location, where, address, place",0.75
Location,s@n ak0 mk@2punta f0r 3ntr@nc3?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"location, where, address, place",0.75
Location,Where should I go for my first class?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",English,"location, where, address, place",0.75
Location,P@ki bigay ang full addres plz.,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"location, where, address, place",0.75
Location,l0cat1on plzzz!,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines.",English,"location, where, address, place",0.75
Location,Wher is ur offic3?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines.",English,"location, where, address, place",0.75
Location,Nasaan po mismo ang driving school niyo?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",Filipino,"location, where, address, place",0.75
Location,san banda ang school na2?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"location, where, address, place",0.75
Location,p@ki bigay @ng pwest0 ng sch00l?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"location, where, address, place",0.75
Location,n@s@an banda ung t@man address ny0?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"location, where, address, place",0.75
Location,c@n u t3ll m3 ur l0cat1on?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines.",English,"location, where, address, place",0.75
Location,What's the exact address of the driving school?,"We are located at 537 Santol Street Sampaloc, Manila 1008 Metro Manila Philippines",English,"location, where, address, place",0.75
